,date,traffic_class,place,lat,lng
0,2023-02-09 07:12:43+00:00,free flow,Agidingbi,6.623137799999999,3.356525
1,2023-02-09 07:18:48+00:00,heavy traffic,Lekki conservation,6.4415182,3.535771
2,2023-02-09 07:18:49+00:00,free flow,Ikate,6.507242499999999,3.3451358
3,2023-02-09 07:29:07+00:00,heavy traffic,Cele/ijesha fly over bridge,6.505908000000001,3.3236003
4,2023-02-09 07:29:08+00:00,heavy traffic,Ago roundabout,6.5166755,3.3191264
5,2023-02-09 07:29:08+00:00,heavy traffic,Ago roundabout,6.5166755,3.3191264
6,2023-02-09 07:29:08+00:00,free flow,Ago roundabout,6.5166755,3.3191264
7,2023-02-09 07:29:08+00:00,heavy traffic,Oke-afa,6.5296305,3.3119941
8,2023-02-09 07:29:08+00:00,heavy traffic,Ishaga,6.5171179,3.3534544
9,2023-02-09 07:29:09+00:00,free flow,Iyana isolo,6.531492,3.3359385
10,2023-02-09 07:29:09+00:00,free flow,Ilasa,6.4149122,3.2838282
11,2023-02-09 07:52:10+00:00,free flow,Abule egba,6.6483728,3.2991753
12,2023-02-09 07:52:11+00:00,free flow,Oniwaya,6.6175593,3.3203396
13,2023-02-09 07:52:12+00:00,free flow,Odo eran,6.507346,3.32512
14,2023-02-09 07:52:12+00:00,free flow,Balogun Pencinema,6.627953499999999,3.3245996
15,2023-02-09 07:52:12+00:00,heavy traffic,Odo eran,6.507346,3.32512
16,2023-02-09 07:52:13+00:00,free flow,Ascon junction,6.4112238,2.9389705
17,2023-02-09 07:52:13+00:00,heavy traffic,Akani Doherty,6.6138727,3.3320166
18,2023-02-09 07:52:13+00:00,free flow,Akani Doherty,6.6138727,3.3320166
19,2023-02-09 07:59:50+00:00,heavy traffic,Bayo Kuku,6.4594291,3.4322445
20,2023-02-09 07:59:51+00:00,heavy traffic,Falomo roundabout,6.4441991,3.4271887
21,2023-02-09 07:59:52+00:00,heavy traffic,Obalende Ubridge,6.4483221,3.410724
22,2023-02-09 09:43:16+00:00,breakdown,Bonny Camp,6.4361178,3.4061781
23,2023-02-09 10:04:03+00:00,breakdown,Orile,6.4395906,3.4619172
24,2023-02-09 10:06:34+00:00,breakdown,Bonny Camp,6.4361178,3.4061781
25,2023-02-09 12:21:39+00:00,free flow,Odoeran,6.507346,3.32512
26,2023-02-09 14:07:38+00:00,free flow,Ojota bridge,6.5873161,3.3785711
27,2023-02-09 14:07:38+00:00,free flow,Alapere,6.5909029,3.3918106
28,2023-02-09 14:07:38+00:00,free flow,Ogudu,6.574910699999999,3.3918106
29,2023-02-09 14:07:38+00:00,free flow,Ifako,6.6849677,3.2885455
30,2023-02-09 14:07:39+00:00,free flow,Obalende bridge,6.4483221,3.410724
31,2023-02-09 14:07:39+00:00,heavy traffic,Ogudu,6.574910699999999,3.3918106
32,2023-02-09 14:46:38+00:00,free flow,Osolo Way,6.5399002,3.3328098
33,2023-02-09 14:46:40+00:00,free flow,Osolo Way,6.5399002,3.3328098
34,2023-02-09 15:35:00+00:00,heavy traffic,Ikeja,6.601838,3.3514863
35,2023-02-09 15:44:52+00:00,free flow,Okekoto,6.6273996,3.3174882
36,2023-02-09 15:44:52+00:00,free flow,Okekoto,6.6273996,3.3174882
37,2023-02-09 15:44:53+00:00,free flow,Dopemu,6.612897999999999,3.3139943
38,2023-02-09 15:44:53+00:00,free flow,Capitol Road,6.6153407,3.3242223
39,2023-02-09 15:46:22+00:00,free flow,Oba Ogunji,6.6280062,3.3241295
40,2023-02-09 15:46:22+00:00,free flow,Odo Eran,6.507346,3.32512
41,2023-02-09 16:34:29+00:00,heavy traffic,Idiroko,6.6401727,2.7530936
42,2023-02-10 06:59:05+00:00,heavy traffic,Omole Estate.,6.6364462,3.3576864
43,2023-02-09 07:59:52+00:00,heavy traffic,Obalende Ubridge,6.4483221,3.410724
44,2023-02-09 09:43:16+00:00,breakdown,Bonny Camp,6.4361178,3.4061781
45,2023-02-09 10:04:03+00:00,breakdown,Orile,6.4395906,3.4619172
46,2023-02-09 10:06:34+00:00,breakdown,Bonny Camp,6.4361178,3.4061781
47,2023-02-09 12:21:39+00:00,free flow,Odoeran,6.507346,3.32512
48,2023-02-09 14:07:39+00:00,free flow,Obalende bridge,6.4483221,3.410724
49,2023-02-09 14:46:38+00:00,free flow,Osolo Way,6.5399002,3.3328098
50,2023-02-09 14:46:41+00:00,heavy traffic,Ikeja,6.601838,3.3514863
51,2023-02-09 17:32:06+00:00,free flow,Ishaga,6.5171179,3.3534544
52,2023-02-09 17:32:06+00:00,free flow,Fagba intersection,6.65764,3.3244683
53,2023-02-09 14:46:40+00:00,free flow,Osolo Way,6.5399002,3.3328098
54,2023-02-09 16:38:03+00:00,free flow,Iyana School,6.4619141,3.1578875
55,2023-02-09 16:38:03+00:00,free flow,Kosofe,6.6201123,3.4094629
56,2023-02-09 16:38:03+00:00,free flow,Mile 12,6.601532499999999,3.3968535
57,2023-02-09 18:06:49+00:00,heavy traffic,Ikeja,6.601838,3.3514863
58,2023-02-09 18:09:45+00:00,heavy traffic,Oke Afa,6.5296305,3.3119941
59,2023-02-09 18:09:45+00:00,heavy traffic,Ishaga,6.5171179,3.3534544
60,2023-02-10 08:36:05+00:00,accident,obalende bridge,6.4483221,3.410724
61,2023-02-10 08:36:05+00:00,accident,obalende bridge,6.4483221,3.410724
62,2023-02-10 08:36:05+00:00,heavy traffic,Third Mainland Bridge,6.502453000000001,3.4025137
63,2023-02-10 08:45:22+00:00,free flow,Igbosere,6.450402,3.4001358
64,2023-02-10 14:20:53+00:00,free flow,Ile-iwe,6.630594299999999,3.3436091
65,2023-02-10 16:27:37+00:00,heavy traffic,Isheri round about,6.5760587,3.2809749
66,2023-02-10 16:50:49+00:00,free flow,Billings Way,6.6059514,3.3652131
67,2023-02-10 16:50:49+00:00,free flow,Kudirat Abiola Way,6.5992286,3.3658715
68,2023-02-10 16:50:49+00:00,free flow,Opebi Road,6.5897006,3.361005
69,2023-02-10 16:50:49+00:00,free flow,Ikosi Road,6.5999627,3.3829789
70,2023-02-10 16:50:49+00:00,free flow,Opebi-Welfare Link Bridges,6.589373399999999,3.3613958
71,2023-02-10 17:34:38+00:00,heavy traffic,Osolo-way,6.5399002,3.3328098
72,2023-02-10 17:34:38+00:00,heavy traffic,Asa-afariogun,6.5465125,3.3292339
73,2023-02-10 20:43:13+00:00,heavy traffic,Fagba,6.65764,3.3244683
74,2023-02-10 20:43:13+00:00,heavy traffic,Fagba intersection,6.65764,3.3244683
75,2023-02-11 06:41:06+00:00,free flow,Isheri roundabout,6.5760587,3.2809749
76,2023-02-11 06:53:26+00:00,breakdown,Jakande roundabout,6.4316902,3.4532892
77,2023-02-11 06:58:40+00:00,free flow,Iyana-oworo,6.545401999999999,3.398535
78,2023-02-11 06:58:40+00:00,free flow,Gbagada Express Way,6.5512359,3.3917632
79,2023-02-11 06:58:40+00:00,free flow,Gbagada,6.558351699999999,3.3914817
80,2023-02-11 15:04:35+00:00,free flow,third mainland bridge,6.502453000000001,3.4025137
81,2023-02-11 15:04:35+00:00,free flow,Iyana Oworo,6.545401999999999,3.398535
82,2023-02-11 15:04:35+00:00,free flow,Ogudu,6.574910699999999,3.3918106
83,2023-02-11 15:28:50+00:00,free flow,Ekoro,6.6430369,3.2881274
84,2023-02-11 19:58:28+00:00,free flow,Lagos Abeokuta,6.5243793,3.3792057
85,2023-02-12 06:28:14+00:00,free flow,Lagos Ibadan,6.64907,3.3883674
86,2023-02-12 06:28:14+00:00,free flow,Ogba,6.625188199999999,3.3441475
87,2023-02-12 06:28:14+00:00,free flow,Odoeran,6.507346,3.32512
88,2023-02-12 09:30:23+00:00,free flow,Awolowo Way,6.4958636,3.3716214
89,2023-02-12 09:30:23+00:00,free flow,Aromire,6.6090367,3.3470764
90,2023-02-12 09:30:23+00:00,free flow,Allen Avenue,6.6017292,3.3520211
91,2023-02-12 09:30:23+00:00,free flow,Opebi,6.589373399999999,3.3613958
92,2023-02-12 09:30:27+00:00,free flow,Toyin Street,6.596069,3.3509715
93,2023-02-12 09:30:27+00:00,free flow,Opebi link Rd,6.5948269,3.363406
94,2023-02-12 09:34:21+00:00,free flow,Ogba,6.625188199999999,3.3441475
95,2023-02-13 05:54:14+00:00,heavy traffic,Jonathan Coker road,6.6576953,3.3181055
96,2023-02-13 06:39:05+00:00,heavy traffic,Alapere,6.5909029,3.3918106
97,2023-02-13 06:39:05+00:00,heavy traffic,Ogudu,6.574910699999999,3.3918106
98,2023-02-13 08:16:14+00:00,heavy traffic,third mainland bridge,6.502453000000001,3.4025137
99,2023-02-13 08:16:15+00:00,free flow,Obalende,6.4483221,3.410724
100,2023-02-13 13:19:30+00:00,heavy traffic,Ikotun intersection,6.5630684,3.2505651
101,2023-02-13 17:02:35+00:00,accident,Asa-afariogun,6.5465125,3.3292339
102,2023-02-13 17:07:24+00:00,heavy traffic,Ikorordu Roundabout,6.6194131,3.5104537
103,2023-02-13 17:11:50+00:00,heavy traffic,Ikate,6.507242499999999,3.3451358
104,2023-02-13 18:41:06+00:00,free flow,Yabatech,6.617226,3.3200468
105,2023-02-13 19:03:14+00:00,free flow,Capitol road,6.6153407,3.3242223
106,2023-02-13 19:03:17+00:00,free flow,Odo Eran,6.507346,3.32512
107,2023-02-14 05:58:37+00:00,free flow,Broad Street link Apongbon,6.4622446,3.381494
108,2023-02-14 11:09:51+00:00,free flow,Otto Wharf,6.4546434,3.3198515
109,2023-02-14 14:28:54+00:00,free flow,Fagba,6.65764,3.3244683
110,2023-02-14 14:28:54+00:00,free flow,Agege,6.617973099999999,3.3208916
111,2023-02-14 16:19:18+00:00,heavy traffic,Iyana Oworo,6.545401999999999,3.398535
112,2023-02-14 17:08:25+00:00,heavy traffic,kudirat abiola way,6.5992286,3.3658715
113,2023-02-14 17:08:25+00:00,heavy traffic,Ojota,6.5873161,3.3785711
114,2023-02-14 19:13:17+00:00,breakdown,Iyanaipaja-Ayobo road,6.6096226,3.2873135
115,2023-02-15 06:35:16+00:00,breakdown,Epe,6.586663199999999,3.9699874
116,2023-02-15 06:46:46+00:00,free flow,Alakuko,6.681121099999999,3.2646492
117,2023-02-15 06:46:46+00:00,free flow,"Moshalashi,",6.6053291,3.2938653
118,2023-02-15 06:46:48+00:00,free flow,Katangua,6.6428843,3.3043325
119,2023-02-15 06:46:48+00:00,free flow,Ile-Epo,6.6350513,3.3018154
120,2023-02-15 07:42:31+00:00,free flow,Ajuwon Rd,6.6717204,3.3351808
121,2023-02-15 07:42:31+00:00,free flow,Ishaga,6.5171179,3.3534544
122,2023-02-15 08:11:37+00:00,breakdown,Ijaiye,6.6233064,3.3313365
123,2023-02-15 11:37:12+00:00,breakdown,Ebute Police post,6.4817446,3.3769472
124,2023-02-15 16:58:31+00:00,heavy traffic,Ogba,6.625188199999999,3.3441475
125,2023-02-15 17:03:50+00:00,free flow,Mr Biggs,6.4578368,3.5545599
126,2023-02-16 05:55:38+00:00,free flow,Apapa,6.428651899999999,3.3691241
127,2023-02-16 06:00:34+00:00,free flow,Carter bridge,6.4672812,3.3848623
128,2023-02-16 06:00:34+00:00,free flow,ldumota bridge,6.4571606,3.3841554
129,2023-02-16 09:18:38+00:00,free flow,Mile 12,6.601532499999999,3.3968535
130,2023-02-16 09:18:38+00:00,free flow,Mile 12,6.601532499999999,3.3968535
